Lessee Name,Car Mark,FMS Lessee Number,Contract,Contract Expiration,Primary Commodity,CSR,CSL,Commericial,Past Region,2026 Region,Jacketed,Lined,Lining Type,Car Age,Mark,Number,Mark2,Car Type Level 2,Min (no lining),Min w lining,Interior Lining,Rule 88B ,Safety Relief,Service Equipment ,Stub Sill,Tank Thickness,Tank Qualification,Portfolio,Car,Year,Cars & Year,Full/Partial Qual,Reason Shopped,Perform Tank Qual,Scheduled,Current Status,Adjusted Status,Plan Status,AITX Fleet Services of Canada Inc. (Sarnia),AITX Railcar Services LLC (N Kansas City),AITX Mini/Mobile Unit 93 (Mounds),AITX Mobile Headquarters (LaPorte),AITX Mobile Operations (Houston),AITX Railcar Services LLC (Brookhaven),AITX Railcar Services LLC (Bude),AITX Railcar Services LLC (Longview),AITX Railcar Services LLC (Tennille),AITX Repair-KCK MRU (Kansas City),"AITX Repair-Milton, PA MRU","AITX Repair-Sweetwater, TX MRU ",Apache Railway - Snowflake AZ (Snowflake),Blastech Corp (BRANTFORD),"CAD Railway Services (Lachine, Montreal)","CALTRAX, Inc. (Calgary)",CANDO Rail Services (Oakbank),Cathcart (Amarillo) (Amarillo),Cathcart (Elk Mills) (Elk Mills),Cathcart - Hinton (Hinton),Cathcart (Lynchburg) (Lynchburg),Cathcart - Kansas City (Kansas City),Cathcart - Maumee (Maumee),Cathcart Rail - Hastings (Hastings),Curry Rail Services - Hollidaysburg PA (Hollidaysburg),Curry Rail Services Hockley (Hockley),Curry Rail Services Shoshoni (Shoshoni),Eagle Railcar (Cairo),Eagle Railcar (Channelview) (Eastland),Eagle Railcar (DuBois),Eagle Railcar (Elkhart),Eagle Railcar (Fitzgerald),Eagle Railcar (Gordon),Eagle Railcar (Junction City),Eagle Railcar (Longview),Eagle Railcar-Georgetown/Orange (Georgetown),Eagle Railcar Services (Orange),Eagle Railcar Services (Roscoe),Eagle Railcar (Washington),Eagle Railcar (Wichita Falls),"Frit Car and Equipment, Inc. (Brewton)","Frit Car and Equipment, Inc. (Bridgeton)",Greenbrier Repair & Services (Cleburne),Greenbrier Repair & Services (Finley),Greenbrier Repair-Central (Marmaduke),"Greenbrier Rail Services (Omaha, NE)","H.C. Chandler and Son, Inc. (Plantersville)",Iron Horse Rail Services (Beaumont),KRS Katahdin Railcar Services  (Bangor),"Midwest Railcar Repair, Inc. (Brandon (Corson))","PSC Repair (Beaumont, TX)",Procor Limited (N. Van),Procor Limited (Joffre),Procor Limited (Sarnia),"Procor - Transmark (Lethbridge, AB)","Rescar (Savanna, IL)","TLC Rail Services/Inserv-Wright City (Wright City, OK)","TMC Engineering Services (Houston, TX)",TNT Repair Services (Longview),Transco (Texarkana),Transco Rail (Sayre),Transco Railway (Oelwein),"Transco Railway Products, Inc. (Miles City)","Transco-Sheldon, TX (Houston)","Transitech, Inc. (Fordyce)","Trinity Industries, Inc. (Ft. Worth)","Trinity Industries, Inc. (Saginaw)","Trinity Rail Services (Shell Rock, IA)","Trinity Rail - Sunray (Sunray, TX)","Red River Coatings (Nash, TX)",Rescar #380 (Deer Park),"Texana Midway Tank Cleaning (Texarkana, TX)",VLS RECOVERY SERVICES  - Hockley (hockley),Column1,
Agri-Trading,SHPX207455,1732,1488-1 0002,2/29/2028,CORN OIL,Marilynn Easton,Erica Neyrinck,Joseph Sadofsky,,,Non-Jacketed,Unlined,,19,SHPX,207455,,General Service Tank,2025,2025,,2025,2025,2025,2025,2025,2025,On Lease,Active,2025,SHPX2074552025,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Arrived,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/1/2025,,,,,,,,,,,,7/1/2025,
Agri-Trading,SHPX207459,1732,1488-1 0002,2/29/2028,CORN OIL,Marilynn Easton,Erica Neyrinck,Joseph Sadofsky,,,Non-Jacketed,Unlined,,19,SHPX,207459,,General Service Tank,2025,2025,,2025,2025,2025,2025,2025,2025,On Lease,Active,2025,SHPX2074592025,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Arrived,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/1/2025,,,,,,,,,,,,4/1/2025,
Agri-Trading,SHPX207460,1732,1488-1 0002,2/29/2028,CORN OIL,Marilynn Easton,Erica Neyrinck,Joseph Sadofsky,,,Non-Jacketed,Unlined,,19,SHPX,207460,,General Service Tank,2025,2025,,2025,2025,2025,2025,2025,2025,On Lease,Active,2025,SHPX2074602025,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Arrived,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/1/2025,,,,,,,,,,,,7/1/2025,
Agri-Trading,SHPX207461,1732,1488-1 0002,2/29/2028,CORN OIL,Marilynn Easton,Erica Neyrinck,Joseph Sadofsky,,,Non-Jacketed,Unlined,,19,SHPX,207461,,General Service Tank,2025,2025,,2025,2025,2025,2025,2025,2025,On Lease,Active,2025,SHPX2074612025,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Arrived,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/2025,,,,,,,,,,,,8/1/2025,
Agri-Trading,SHPX207468,1732,1488-1 0002,2/29/2028,CORN OIL,Marilynn Easton,Erica Neyrinck,Joseph Sadofsky,,,Non-Jacketed,Unlined,,19,SHPX,207468,,General Service Tank,2025,2025,,2025,2025,2025,2025,2025,2025,On Lease,Active,2025,SHPX2074682025,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Arrived,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/28/2025,,,,,,,,,,,,3/28/2025,
Agri-Trading,SHPX207469,1732,1488-1 0002,2/29/2028,CORN OIL,Marilynn Easton,Erica Neyrinck,Joseph Sadofsky,,,Non-Jacketed,Unlined,,19,SHPX,207469,,General Service Tank,2025,2025,,2025,2025,2025,2025,2025,2025,On Lease,Active,2025,SHPX2074692025,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Arrived,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/1/2025,,,,,,,,,,,,9/1/2025,
Agri-Trading,SHPX207470,1732,1488-1 0002,2/29/2028,CORN OIL,Marilynn Easton,Erica Neyrinck,Joseph Sadofsky,,,Non-Jacketed,Unlined,,19,SHPX,207470,,General Service Tank,2025,2025,,2025,2025,2025,2025,2025,2025,On Lease,Active,2025,SHPX2074702025,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Arrived,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/1/2025,,,,,,10/1/2025,
Agri-Trading,SHPX207474,1732,1488-1 0002,2/29/2028,CORN OIL,Marilynn Easton,Erica Neyrinck,Joseph Sadofsky,,,Non-Jacketed,Unlined,,19,SHPX,207474,,General Service Tank,2025,2025,,2025,2025,2025,2025,2025,2025,On Lease,Active,2025,SHPX2074742025,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Enroute,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/1/2025,,,,,,10/1/2025,
Agri-Trading,SHPX207477,1732,1488-1 0002,2/29/2028,CORN OIL,Marilynn Easton,Erica Neyrinck,Joseph Sadofsky,,,Non-Jacketed,Unlined,,19,SHPX,207477,,General Service Tank,2025,2025,,2025,2025,2025,2025,2025,2025,On Lease,Active,2025,SHPX2074772025,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Arrived,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/28/2025,,,,,,,,,,,,3/28/2025,
Agri-Trading,SHPX207478,1732,1488-1 0002,2/29/2028,CORN OIL,Marilynn Easton,Erica Neyrinck,Joseph Sadofsky,,,Non-Jacketed,Unlined,,19,SHPX,207478,,General Service Tank,2025,2025,,2025,2025,2025,2025,2025,2025,On Lease,Active,2025,SHPX2074782025,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Arrived,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/1/2025,,,,,,,,,,,,9/1/2025,
Agri-Trading,SHPX207479,1732,1488-1 0002,2/29/2028,CORN OIL,Marilynn Easton,Erica Neyrinck,Joseph Sadofsky,,,Non-Jacketed,Unlined,,19,SHPX,207479,,General Service Tank,2025,2025,,2025,2025,2025,2025,2025,2025,On Lease,Active,2025,SHPX2074792025,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Arrived,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/1/2025,,,,,,,,,,,,4/1/2025,
Agri-Trading,SHPX207484,1732,1488-1 0002,2/29/2028,CORN OIL,Marilynn Easton,Erica Neyrinck,Joseph Sadofsky,,,Non-Jacketed,Unlined,,19,SHPX,207484,,General Service Tank,2025,2025,,2025,2025,2025,2025,2025,2025,On Lease,Active,2025,SHPX2074842025,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/1/2025,,,,,,,,,,,,4/1/2025,
Agri-Trading,SHPX207486,1732,1488-1 0002,2/29/2028,CORN OIL,Marilynn Easton,Erica Neyrinck,Joseph Sadofsky,,,Non-Jacketed,Unlined,,19,SHPX,207486,,General Service Tank,2025,2025,,2025,2025,2025,2025,2025,2025,On Lease,Active,2025,SHPX2074862025,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Enroute,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/1/2025,,,,,,,,,,,,10/1/2025,
Agri-Trading,SHPX207489,1732,1488-1 0002,2/29/2028,CORN OIL,Marilynn Easton,Erica Neyrinck,Joseph Sadofsky,,,Non-Jacketed,Unlined,,19,SHPX,207489,,General Service Tank,2025,2025,,2025,2025,2025,2025,2025,2025,On Lease,Active,2025,SHPX2074892025,Full Qual,SCRAP,No,Planned Shopping,Arrived,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/2025,,,,,,,,,,,,8/1/2025,
Agri-Trading,SHPX207490,1732,1488-1 0002,2/29/2028,CORN OIL,Marilynn Easton,Erica Neyrinck,Joseph Sadofsky,,,Non-Jacketed,Unlined,,19,SHPX,207490,,General Service Tank,2025,2025,,2025,2025,2025,2025,2025,2025,On Lease,Active,2025,SHPX2074902025,Full Qual,SCRAP,No,Planned Shopping,Arrived,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/1/2025,,,,,,,,,,,,9/1/2025,
Agri-Trading,SHPX207493,1732,1488-1 0002,2/29/2028,CORN OIL,Marilynn Easton,Erica Neyrinck,Joseph Sadofsky,,,Non-Jacketed,Unlined,,19,SHPX,207493,,General Service Tank,2025,2025,,2025,2025,2025,2025,2025,2025,On Lease,Active,2025,SHPX2074932025,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Arrived,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/1/2025,,,,,,10/1/2025,
Agri-Trading,SHPX207496,1732,1488-1 0002,2/29/2028,CORN OIL,Marilynn Easton,Erica Neyrinck,Joseph Sadofsky,,,Non-Jacketed,Unlined,,19,SHPX,207496,,General Service Tank,2025,2025,,2025,2025,2025,2025,2025,2025,On Lease,Active,2025,SHPX2074962025,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Arrived,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/1/2025,,,,,,10/1/2025,
Agri-Trading,SHPX207497,1732,1488-1 0002,2/29/2028,CORN OIL,Marilynn Easton,Erica Neyrinck,Joseph Sadofsky,,,Non-Jacketed,Unlined,,19,SHPX,207497,,General Service Tank,2025,2025,,2025,2025,2025,2025,2025,2025,On Lease,Active,2025,SHPX2074972025,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/1/2025,,,,,,,,,,,,4/1/2025,
Agri-Trading,SHPX207502,1732,1488-1 0002,2/29/2028,CORN OIL,Marilynn Easton,Erica Neyrinck,Joseph Sadofsky,,,Non-Jacketed,Unlined,,19,SHPX,207502,,General Service Tank,2025,2025,,2025,2025,2025,2025,2025,2025,On Lease,Active,2025,SHPX2075022025,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Arrived,2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/2025,,,,,,,,,,,,8/1/2025,
Albemarle Corporation,TCBX135975,1237,1449-1 0001,12/31/2025,Calcium Bromide (SF),Cyndie Sansone,Katelyn Monteith,Sean Murphy,,,Jacketed,Lined,Hempel 15500,13,TCBX,135975,,Specialty Tank,2030,2025,2025,2030,,2030,2030,2030,2030,On Lease,Active,2025,TCBX1359752025,Partial Qual,LINING INSPECTION,No,Planned Shopping,To Be Routed,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/1/2025,,,,,,,,,,,,,,11/1/2025,
Albemarle Corporation,TCBX136028,1237,1449-1 0001,12/31/2025,Calcium Bromide (SF),Cyndie Sansone,Katelyn Monteith,Sean Murphy,,,Jacketed,Lined,Hempel 15500,13,TCBX,136028,,Specialty Tank,2030,2025,2025,2030,,2030,2030,2030,2030,On Lease,Active,2025,TCBX1360282025,Partial Qual,LINING INSPECTION,No,Planned Shopping,To Be Routed,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/1/2025,,,,,,,,,,,,,,11/1/2025,
Albemarle Corporation,TILX135998,1237,1449-1 0001,12/31/2025,Calcium Bromide (SF),Cyndie Sansone,Katelyn Monteith,Sean Murphy,,,Jacketed,Lined,Hempel 15500,13,TILX,135998,,Specialty Tank,2030,2025,2025,2030,,2030,2030,2030,2030,On Lease,Active,2025,TILX1359982025,Partial Qual,LINING INSPECTION,No,Planned Shopping,To Be Routed,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/1/2025,,,,,,,,,,,,,,12/1/2025,
Albemarle Corporation,TILX136017,1237,1449-1 0001,12/31/2025,Calcium Bromide (SF),Cyndie Sansone,Katelyn Monteith,Sean Murphy,,,Jacketed,Lined,Hempel 15500,13,TILX,136017,,Specialty Tank,2030,2025,2025,2030,,2030,2030,,2030,On Lease,Active,2025,TILX1360172025,Partial Qual,LINING INSPECTION,No,Planned Shopping,To Be Routed,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/1/2025,,,,,,,,,,,,,,12/1/2025,
Albemarle Corporation,TILX136071,1237,1449-1 0001,12/31/2025,Calcium Bromide (SF),Cyndie Sansone,Katelyn Monteith,Sean Murphy,,,Jacketed,Lined,Hempel 15500,13,TILX,136071,,Specialty Tank,2025,2025,2025,2030,,2025,2030,2030,2030,On Lease,Active,2025,TILX1360712025,Partial Qual,LINING INSPECTION,No,Planned Shopping,To Be Routed,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/1/2025,,,,,,,,,,,,,,11/1/2025,
AMERICAN ROCK SALT COMPANY LLC,TAEX002571,3569,010021 4047,9/30/2024,SODIUM CHLORATE (SOLID),Kelly Bradley,Heidi Reed,Natalee Swartz,,,Jacketed,Unlined,,35,TAEX,002571,,General Service Tank,2025,2025,,2025,2025,2025,2025,2025,2025,On Lease,Active,2025,TAEX0025712025,Full Qual,TANK QUALIFICATION,,Need Shopping,To Be Routed,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/0/1900,
AMERICAN ROCK SALT COMPANY LLC,TAEX002585,3569,010021 4047,9/30/2024,SODIUM CHLORATE (SOLID),Kelly Bradley,Heidi Reed,Natalee Swartz,,,Jacketed,Unlined,,36,TAEX,002585,,General Service Tank,2025,2025,,2026,2025,2025,2026,2026,2026,On Lease,Active,2025,TAEX0025852025,Partial Qual,,,Need Shopping,To Be Routed,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/0/1900,
"Amerigas Propane, L. P.",ACFX220361,0016,009165 0001,10/31/2025,LIQUEFIED PETROLEUM GAS,Linda Vanden Berg,Cortney Zemanski,Jerry Sagehorn,,,Jacketed,Unlined,,28,ACFX,220361,,Pressure Tank,2025,2025,,2025,2025,2025,2025,2025,2025,On Lease,Active,2025,ACFX2203612025,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/1/2025,
"Amerigas Propane, L. P.",STPX220358,0016,009165 0001,10/31/2025,LIQUEFIED PETROLEUM GAS,Linda Vanden Berg,Cortney Zemanski,Jerry Sagehorn,NE,,Jacketed,Unlined,#N/A,,ACFX,220358,,Pressure Tank,2025,2025,,2025,2025,2025,2025,2025,2025,On Lease,Active,2025,ACFX2203612026,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Arrived,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/1/2025,
Andersons Plant Nutrient LLC (The),TAEX002546,3542,010029 0003,5/31/2029,"UREA,AMMONIUM NITRATE SOLUTION(UAN)",Cyndie Sansone,Katelyn Monteith,Matt Keck,,,Jacketed,Lined,Champion 466 (Epoxy / Epoxy),36,TAEX,002546,,General Service Tank,2025,2025,,2025,2025,2025,2025,2025,2025,On Lease,Active,2025,TAEX0025462025,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2029,,,,,,,,,,,,,,,,,,,,,,,,4/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/1/2025,
Andersons Plant Nutrient LLC (The),TAEX002525,3542,010029 3926,11/30/2024,"UREA,AMMONIUM NITRATE SOLUTION(UAN)",Cyndie Sansone,Katelyn Monteith,Matt Keck,,,Jacketed,Lined,Champion 466 (Epoxy / Epoxy),36,TAEX,002525,,General Service Tank,2025,2025,,2025,2031,2031,2025,2031,2025,On Lease,Active,2025,TAEX0025252025,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2024,,,,,,,,,,,,,,,,,,,,,,,,7/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/1/2025,
Andersons Plant Nutrient LLC (The),TAEX002540,3542,010029 3926,11/30/2024,"UREA,AMMONIUM NITRATE SOLUTION(UAN)",Cyndie Sansone,Katelyn Monteith,Matt Keck,,,Jacketed,Lined,Champion 466 (Epoxy / Epoxy),36,TAEX,002540,,General Service Tank,2025,2025,,2025,2031,2031,2025,2031,2025,On Lease,Active,2025,TAEX0025402025,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2024,,,,,,,,,,,,,,,,,,,,,,,,5/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/1/2025,
Andersons Plant Nutrient LLC (The),TAEX002541,3542,010029 3926,11/30/2024,"UREA,AMMONIUM NITRATE SOLUTION(UAN)",Cyndie Sansone,Katelyn Monteith,Matt Keck,,,Jacketed,Lined,Champion 466 (Epoxy / Epoxy),35,TAEX,002541,,General Service Tank,2025,2025,,2025,2031,2031,2025,2031,2025,On Lease,Active,2025,TAEX0025412025,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,4/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/1/2025,
The Andersons Plant Nutrient LLC ,TAEX002554,3542,010029 3926,11/30/2024,"UREA,AMMONIUM NITRATE SOLUTION(UAN)",Cyndie Sansone,Katelyn Monteith,Matt Keck,,,Jacketed,Lined,,36,TAEX,002554,,General Service Tank,2025,2025,,2025,2031,2031,2025,2031,2025,On Lease,Active,2025,TAEX0025542025,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2024,,,,,,,,,,,,,,,,,,,,,,,,11/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/1/2025,
The Andersons Plant Nutrient LLC ,TAEX002556,3542,010029 3926,11/30/2024,"UREA,AMMONIUM NITRATE SOLUTION(UAN)",Cyndie Sansone,Katelyn Monteith,Matt Keck,,,Jacketed,Lined,,36,TAEX,002556,,General Service Tank,2025,2025,,2031,2031,2031,2031,2031,2025,On Lease,Active,2025,TAEX0025562025,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2024,,,,,,,,,,,,,,,,,,,,,,,,11/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/1/2025,
The Andersons Plant Nutrient LLC ,TAEX002558,3542,010029 3926,11/30/2024,"UREA,AMMONIUM NITRATE SOLUTION(UAN)",Cyndie Sansone,Katelyn Monteith,Matt Keck,,,Jacketed,Lined,,35,TAEX,002558,,General Service Tank,2025,2025,,2025,2031,2026,2025,2026,2025,On Lease,Active,2025,TAEX0025582025,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,Complete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,4/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/1/2025,
The Andersons Plant Nutrient LLC ,TAEX000806,3542,010029 4052,11/30/2024,Ammonium Polyphosphate,Cyndie Sansone,Katelyn Monteith,Matt Keck,,,Jacketed,Lined,,42,TAEX,000806,,General Service Tank,2025,2025,,2025,2032,2032,2025,2025,2025,On Lease,Active,2025,TAEX0008062025,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2024,,,,,,,,,,,,,,,,,,,,,,,,10/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/1/2025,
The Andersons Plant Nutrient LLC ,TAEX002535,3542,010029 4172,3/31/2025,Ammonium Polyphosphate,Cyndie Sansone,Katelyn Monteith,Matt Keck,,,Jacketed,Lined,Champion 466 (Epoxy / Epoxy),35,TAEX,002535,,General Service Tank,2025,2025,,2025,2025,2025,2025,2025,2025,On Lease,Active,2025,TAEX0025352025,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2025,,,,,,,,,,,,,,,,,,,,,,,,10/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/1/2025,
The Andersons Plant Nutrient LLC ,TAEX002567,3542,010029 4172,3/31/2025,Ammonium Polyphosphate,Cyndie Sansone,Katelyn Monteith,Matt Keck,,,Jacketed,Lined,Champion 466 (Epoxy / Epoxy),35,TAEX,002567,,General Service Tank,2025,2025,,2025,2025,2025,2025,2025,2025,On Lease,Active,2025,TAEX0025672025,Full Qual,TANK QUALIFICATION,Yes,Planned Shopping,To Be Routed,2025,,,,,,,,,,,,,,,,,,,,,,,,10/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/1/2025,
"Arbio International, LLC",TAEX002296,3572,010037 3786,11/30/2022,ETHANOL,Linda Vanden Berg,Cortney Zemanski,Jerry Sagehorn,,,Non-Jacketed,Unlined,,35,TAEX,002296,,Non-Jacketed 30/31.8k gal Tank,2021,2021,,2021,2025,2025,2021,2021,2021,On Lease,Active,2025,TAEX0022962025,Full Qual,RELEASED FROM SRVC,No,Planned Shopping,To Be Routed,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/0/1900,
Arbor Renewables LLC,ACFX095820,2294,009516 0001,4/30/2024,TALL OIL,Kelly Bradley,Heidi Reed,Natalee Swartz,,,Jacketed,Unlined,,29,ACFX,095820,,General Service Tank,2025,2025,,2025,2029,2025,2025,2025,2025,On Lease,Active,2025,ACFX0958202025,Full Qual,RELEASED FROM SRVC,Yes,Planned Shopping,Enroute,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/1/2025,
Arbor Renewables LLC,ACFX095821,2294,009516 0001,4/30/2024,TALL OIL,Kelly Bradley,Heidi Reed,Natalee Swartz,,,Jacketed,Unlined,,29,ACFX,095821,,General Service Tank,2025,2025,,2025,2029,2025,2025,2025,2025,On Lease,Active,2025,ACFX0958212025,Full Qual,RELEASED FROM SRVC,Yes,Planned Shopping,To Be Routed,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/1/2025,
Arbor Renewables LLC,ACFX095839,2294,009516 0001,4/30/2024,TALL OIL,Kelly Bradley,Heidi Reed,Natalee Swartz,,,Jacketed,Unlined,,29,ACFX,095839,,General Service Tank,2025,2025,,2025,2029,2025,2025,2025,2025,On Lease,Active,2025,ACFX0958392025,Full Qual,RELEASED FROM SRVC,Yes,Planned Shopping,Enroute,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/1/2025,
Arbor Renewables LLC,ACFX095940,2294,009516 0001,4/30/2024,TALL OIL,Kelly Bradley,Heidi Reed,Natalee Swartz,,,Jacketed,Unlined,,29,ACFX,095940,,General Service Tank,2025,2025,,2025,2029,2029,2025,2025,2025,On Lease,Active,2025,ACFX0959402025,Full Qual,RELEASED FROM SRVC,Yes,Planned Shopping,To Be Routed,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/1/2025,
